claim_id,policy_id,date_of_loss,report_date,segment,product_line,incurred_amount,paid_amount,outstanding_amount,status,period_month
CLM-2024-00220,POL-6835,2024-07-16,2024-10-02,Life,QuotaShare,17415.16,3870.26,13544.9,Open,7
CLM-2024-00221,POL-6932,2024-12-04,2024-12-10,Marine,StopLoss,1018.71,777.9,240.81000000000006,Open,12
CLM-2024-00222,POL-1012,2024-11-21,2025-01-18,Life,StopLoss,310.44,235.99,74.44999999999999,Open,11
CLM-2024-00223,POL-1907,2024-05-07,2024-05-10,Aviation,QuotaShare,42385.01,1358.42,41026.590000000004,Open,5
CLM-2024-00224,POL-5337,2024-03-10,2024-03-17,Casualty,StopLoss,42042.62,23798.38,18244.24,Open,3
CLM-2024-00225,POL-7011,2024-11-25,2025-01-25,Marine,StopLoss,64789.67,49135.85,15653.82,Open,11
CLM-2024-00226,POL-3992,2024-08-22,2024-09-18,Life,ExcessOfLoss,31975.73,14952.7,17023.03,Open,8
CLM-2024-00227,POL-9645,2024-09-26,2024-11-15,Marine,QuotaShare,28946.47,25890.2,3056.2700000000004,Open,9
CLM-2024-00228,POL-7595,2024-12-11,2025-02-12,Casualty,QuotaShare,1862.41,706.33,1156.08,Open,12
CLM-2024-00229,POL-7732,2024-01-01,2024-01-04,Casualty,StopLoss,19040.21,6630.94,12409.27,Open,1
CLM-2024-00230,POL-9029,2024-01-15,2024-02-29,Casualty,StopLoss,4834.64,269.65,4564.990000000001,Open,1
CLM-2024-00231,POL-6137,2024-08-31,2024-09-17,Property,ExcessOfLoss,22641.18,17536.74,5104.439999999999,Open,8
CLM-2024-00232,POL-2621,2024-05-17,2024-07-27,Property,QuotaShare,12937.28,6502.13,6435.150000000001,Open,5
CLM-2024-00233,POL-3766,2024-07-31,2024-10-15,Property,ExcessOfLoss,189547.8,136976.28,52571.51999999999,Open,7
CLM-2024-00234,POL-8713,2024-03-30,2024-06-01,Marine,QuotaShare,24524.65,11456.72,13067.930000000002,Open,3
CLM-2024-00235,POL-8055,2024-08-05,2024-08-10,Casualty,QuotaShare,4088.04,930.46,3157.58,Open,8
CLM-2024-00236,POL-2865,2024-11-26,2025-02-06,Life,StopLoss,1325.4,820.42,504.98000000000013,Open,11
CLM-2024-00237,POL-9173,2024-03-23,2024-05-08,Aviation,QuotaShare,2755.61,2157.6,598.0100000000002,Open,3
CLM-2024-00238,POL-7522,2024-10-06,2024-11-12,Life,StopLoss,38354.93,4260.73,34094.2,Open,10
CLM-2024-00239,POL-1765,2024-07-28,2024-09-22,Property,ExcessOfLoss,13179.52,10338.66,2840.8600000000006,Open,7
CLM-2024-00240,POL-3009,2024-03-24,2024-06-07,Aviation,StopLoss,99920.12,29069.55,70850.56999999999,Open,3
CLM-2024-00241,POL-6608,2024-04-10,2024-04-16,Marine,QuotaShare,4821.0,3662.62,1158.38,Open,4
CLM-2024-00242,POL-7678,2024-06-29,2024-08-11,Property,StopLoss,23236.59,4578.41,18658.18,Open,6
CLM-2024-00243,POL-8774,2024-11-27,2025-01-29,Marine,StopLoss,14905.24,12616.07,2289.17,Open,11
CLM-2024-00244,POL-6736,2024-11-07,2025-01-08,Property,ExcessOfLoss,4424.19,2016.35,2407.8399999999997,Open,11
CLM-2024-00245,POL-9545,2024-12-11,2024-12-25,Marine,QuotaShare,4829.21,3427.02,1402.19,Open,12
CLM-2024-00246,POL-3926,2024-12-24,2025-03-09,Property,ExcessOfLoss,74376.36,72265.88,2110.479999999996,Open,12
CLM-2024-00247,POL-1258,2024-09-18,2024-10-14,Casualty,QuotaShare,10865.48,5396.92,5468.5599999999995,Open,9
CLM-2024-00248,POL-9638,2024-05-15,2024-06-20,Life,QuotaShare,12163.73,312.17,11851.56,Open,5
CLM-2024-00249,POL-2031,2024-06-29,2024-09-11,Property,QuotaShare,83573.83,5766.39,77807.44,Open,6
CLM-2024-00250,POL-5757,2024-12-15,2025-02-14,Casualty,StopLoss,100523.65,100066.23,457.41999999999825,Open,12
CLM-2024-00251,POL-6372,2024-09-08,2024-12-01,Aviation,StopLoss,3073.58,2431.16,642.4200000000001,Open,9
CLM-2024-00252,POL-1006,2024-01-08,2024-03-09,Life,ExcessOfLoss,28314.14,28305.73,8.409999999999854,Open,1
CLM-2024-00253,POL-7790,2024-08-03,2024-09-04,Property,ExcessOfLoss,14181.28,4787.79,9393.490000000002,Open,8
CLM-2024-00254,POL-7508,2024-05-31,2024-07-03,Life,ExcessOfLoss,25110.65,3305.71,21804.940000000002,Open,5
CLM-2024-00255,POL-5464,2024-01-29,2024-03-01,Property,StopLoss,11882.09,2490.6,9391.49,Open,1
CLM-2024-00256,POL-9243,2024-07-29,2024-10-15,Aviation,StopLoss,2709.36,1596.13,1113.23,Open,7
CLM-2024-00257,POL-5816,2024-03-17,2024-04-05,Aviation,ExcessOfLoss,2214.92,558.65,1656.27,Open,3
CLM-2024-00258,POL-4085,2024-10-28,2024-11-13,Life,StopLoss,4906.94,3172.91,1734.0299999999997,Open,10
CLM-2024-00259,POL-9130,2024-07-27,2024-10-23,Life,StopLoss,26441.86,20892.04,5549.82,Open,7
CLM-2024-00260,POL-8419,2024-06-09,2024-08-30,Property,ExcessOfLoss,1367.99,812.65,555.34,Open,6
CLM-2024-00261,POL-9065,2024-12-01,2024-12-09,Property,QuotaShare,7780.4,3203.93,4576.469999999999,Open,12
CLM-2024-00262,POL-7490,2024-04-30,2024-05-02,Marine,ExcessOfLoss,4960.94,3023.09,1937.8499999999995,Open,4
CLM-2024-00263,POL-3943,2024-04-29,2024-06-13,Aviation,ExcessOfLoss,17102.75,14740.28,2362.4699999999993,Open,4
CLM-2024-00264,POL-5755,2024-11-24,2024-12-24,Life,ExcessOfLoss,3232.16,2310.84,921.3199999999997,Open,11
CLM-2024-00265,POL-3725,2024-09-15,2024-10-20,Marine,QuotaShare,32470.39,26618.79,5851.5999999999985,Open,9
CLM-2024-00266,POL-7582,2024-11-18,2024-12-17,Aviation,QuotaShare,2668.56,821.9,1846.6599999999999,Open,11
CLM-2024-00267,POL-1861,2024-01-01,2024-03-22,Life,StopLoss,10471.91,1985.71,8486.2,Open,1
CLM-2024-00268,POL-2591,2024-09-16,2024-09-25,Property,StopLoss,1788.64,1175.37,613.2700000000002,Open,9
CLM-2024-00269,POL-8431,2024-07-01,2024-08-02,Casualty,QuotaShare,914.72,66.7,848.02,Open,7
CLM-2024-00270,POL-7171,2024-12-28,2025-01-30,Aviation,StopLoss,10356.29,5598.32,4757.970000000001,Open,12
CLM-2024-00271,POL-1584,2024-09-21,2024-12-01,Life,ExcessOfLoss,5049.07,1006.25,4042.8199999999997,Open,9
CLM-2024-00272,POL-4102,2024-09-23,2024-12-21,Life,StopLoss,2910.67,1831.89,1078.78,Open,9
CLM-2024-00273,POL-3233,2024-06-23,2024-07-10,Life,ExcessOfLoss,687.17,206.43,480.73999999999995,Open,6
CLM-2024-00274,POL-3290,2024-06-26,2024-08-30,Life,QuotaShare,24369.22,16510.8,7858.420000000002,Open,6
CLM-2024-00275,POL-2154,2024-10-24,2024-11-12,Aviation,QuotaShare,877.14,456.93,420.21,Open,10
CLM-2024-00276,POL-4104,2024-11-29,2024-12-23,Property,ExcessOfLoss,15459.06,14582.27,876.789999999999,Open,11
CLM-2024-00277,POL-3016,2024-01-22,2024-04-21,Casualty,QuotaShare,1999.43,1372.44,626.99,Open,1
CLM-2024-00278,POL-8602,2024-06-27,2024-07-01,Life,QuotaShare,265250.97,262118.04,3132.929999999964,Open,6
CLM-2024-00279,POL-9369,2024-06-13,2024-09-02,Marine,QuotaShare,33267.9,9865.48,23402.420000000002,Open,6
CLM-2024-00280,POL-4890,2024-03-26,2024-04-28,Aviation,ExcessOfLoss,12030.6,7565.84,4464.76,Open,3
CLM-2024-00281,POL-7987,2024-02-22,2024-04-13,Aviation,StopLoss,2726.09,1478.47,1247.6200000000001,Open,2
CLM-2024-00282,POL-3761,2024-11-17,2025-02-12,Casualty,ExcessOfLoss,46956.29,36836.23,10120.059999999998,Open,11
CLM-2024-00283,POL-1287,2024-08-13,2024-10-17,Aviation,StopLoss,10779.0,1786.94,8992.06,Open,8
CLM-2024-00284,POL-1954,2024-09-02,2024-09-22,Marine,StopLoss,68654.33,68113.36,540.9700000000012,Open,9
CLM-2024-00285,POL-6254,2024-03-19,2024-04-06,Marine,ExcessOfLoss,3040.39,449.22,2591.17,Open,3
CLM-2024-00286,POL-1896,2024-12-15,2025-03-06,Marine,ExcessOfLoss,976.18,267.36,708.8199999999999,Open,12
CLM-2024-00287,POL-3616,2024-02-27,2024-03-06,Marine,ExcessOfLoss,2953.35,2857.5,95.84999999999991,Open,2
CLM-2024-00288,POL-8865,2024-01-20,2024-03-13,Property,ExcessOfLoss,10533.67,5328.42,5205.25,Open,1
CLM-2024-00289,POL-3906,2024-09-26,2024-11-24,Property,StopLoss,2658.53,1317.42,1341.1100000000001,Open,9
CLM-2024-00290,POL-2945,2024-12-12,2025-01-24,Life,ExcessOfLoss,-2390.92,1518.57,872.3500000000001,Open,12
CLM-2024-00291,POL-6797,2024-08-21,2024-08-23,Life,QuotaShare,1402.4,16.03,1386.3700000000001,Open,8
CLM-2024-00292,POL-6702,2024-06-13,2024-07-04,Property,QuotaShare,2813.47,1785.93,1027.5399999999997,Open,6
CLM-2024-00293,POL-8214,2024-08-08,2024-11-06,Life,QuotaShare,4663.93,2316.49,2347.4400000000005,Open,8
CLM-2024-00294,POL-5574,2024-10-31,2024-12-21,Casualty,StopLoss,25711.86,10367.27,15344.59,Open,10
CLM-2024-00295,POL-3551,2024-12-05,2025-02-13,Property,QuotaShare,10103.85,6495.87,3607.9800000000005,Open,12
CLM-2024-00296,POL-8994,2024-06-04,2024-08-22,Aviation,ExcessOfLoss,2337.98,1507.68,830.3,Open,6
CLM-2024-00297,POL-2450,2024-10-30,2024-12-01,Casualty,QuotaShare,16802.23,5639.03,11163.2,Open,10
CLM-2024-00298,POL-2320,2024-06-26,2024-09-09,Aviation,StopLoss,8839.27,7166.02,1673.25,Open,6
CLM-2024-00299,POL-3444,2024-07-04,2024-09-17,Marine,QuotaShare,1209.45,266.02,943.4300000000001,Open,7
CLM-2024-00300,POL-4111,2024-05-11,2024-07-10,Casualty,ExcessOfLoss,7878.61,1930.42,5948.19,Open,5
CLM-2024-00301,POL-7832,2024-05-03,2024-07-25,Property,ExcessOfLoss,3961.58,2235.25,1726.33,Open,5
CLM-2024-00302,POL-4689,2024-04-20,2024-05-26,Aviation,ExcessOfLoss,8795.28,1010.91,7784.370000000001,Open,4
CLM-2024-00303,POL-1647,2024-04-06,2024-04-21,Property,StopLoss,1505.38,286.49,1218.89,Open,4
CLM-2024-00304,POL-3108,2024-06-14,2024-06-25,Life,StopLoss,21177.21,3750.03,17427.18,Open,6
CLM-2024-00305,POL-7524,2024-06-24,2024-07-08,Casualty,StopLoss,5308.31,2282.21,3026.1000000000004,Open,6
CLM-2024-00306,POL-9397,2024-07-30,2024-08-02,Casualty,QuotaShare,2328.28,2147.14,181.14000000000033,Open,7
CLM-2024-00307,POL-5875,2024-07-09,2024-08-25,Life,QuotaShare,6362.08,2182.56,4179.52,Open,7
CLM-2024-00308,POL-6498,2024-05-06,2024-05-08,Life,ExcessOfLoss,17053.32,7039.09,10014.23,Open,5
CLM-2024-00309,POL-5155,2024-09-05,2024-10-30,Aviation,StopLoss,5395.28,1572.29,3822.99,Open,9
CLM-2024-00310,POL-8241,2024-08-14,2024-08-30,Casualty,QuotaShare,431.13,171.8,259.33,Open,8
CLM-2024-00311,POL-1119,2024-06-06,2024-08-13,Casualty,ExcessOfLoss,4615.18,4533.71,81.47000000000025,Open,6
CLM-2024-00312,POL-5003,2024-04-19,2024-05-03,Casualty,QuotaShare,26085.28,9987.74,16097.539999999999,Open,4
CLM-2024-00313,POL-6279,2024-07-28,2024-07-30,Marine,StopLoss,6502.72,5696.04,806.6800000000003,Open,7
CLM-2024-00314,POL-9915,2024-07-09,2024-10-04,Life,ExcessOfLoss,21872.55,5238.75,16633.8,Open,7
CLM-2024-00315,POL-7977,2024-11-05,2024-11-30,Life,QuotaShare,2273.61,562.61,1711.0,Open,11
CLM-2024-00316,POL-4153,2024-04-26,2024-06-29,Casualty,StopLoss,51682.29,17305.9,34376.39,Open,4
CLM-2024-00317,POL-1548,2024-02-14,2024-03-08,Aviation,ExcessOfLoss,5661.51,4867.07,794.4400000000005,Open,2
CLM-2024-00318,POL-2735,2024-09-12,2024-10-17,Casualty,ExcessOfLoss,1970.68,1728.85,241.83000000000015,Open,9
CLM-2024-00319,POL-4957,2024-01-07,2024-02-21,Marine,QuotaShare,9212.73,2862.71,6350.0199999999995,Open,1
CLM-2024-00320,POL-4089,2024-05-04,2024-07-22,Aviation,StopLoss,775.54,390.66,384.87999999999994,Open,5
CLM-2024-00321,POL-6425,2024-04-01,2024-04-24,Casualty,StopLoss,4628.43,1318.91,3309.5200000000004,Open,4
CLM-2024-00322,POL-9122,2024-07-28,2024-07-31,Aviation,QuotaShare,2503.32,636.56,1866.7600000000002,Open,7
CLM-2024-00323,POL-7323,2024-09-13,2024-10-12,Marine,StopLoss,12845.12,7492.13,5352.990000000001,Open,9
CLM-2024-00324,POL-1658,2024-11-29,2025-01-31,Marine,ExcessOfLoss,4542.55,1178.42,3364.13,Open,11
CLM-2024-00325,POL-1239,2024-01-20,2024-04-05,Property,ExcessOfLoss,63549.1,25168.18,38380.92,Open,1
CLM-2024-00326,POL-4081,2024-08-13,2024-08-29,Marine,StopLoss,11579.57,7217.03,4362.54,Open,8
CLM-2024-00327,POL-6091,2024-06-05,2024-06-21,Property,StopLoss,4819902.61,3533085.19,1286817.4200000004,Open,6
CLM-2024-00328,POL-4355,2024-07-24,2024-09-03,Life,QuotaShare,4505.38,3663.88,841.5,Open,7
CLM-2024-00329,POL-4537,2024-01-15,2024-01-20,Property,QuotaShare,9600.73,7929.57,1671.1599999999999,Open,1
CLM-2024-00330,POL-3757,2024-10-27,2025-01-02,Life,StopLoss,416.49,351.48,65.00999999999999,Open,10
CLM-2024-00331,POL-1517,2024-11-11,2024-12-02,Casualty,ExcessOfLoss,2989.33,555.87,2433.46,Open,11
CLM-2024-00332,POL-2309,2024-05-31,2024-08-15,Casualty,ExcessOfLoss,2884.55,114.23,2770.32,Open,5
CLM-2024-00333,POL-6806,2024-05-10,2024-06-06,Life,QuotaShare,4740.85,3662.34,1078.5100000000002,Open,5
CLM-2024-00334,POL-5711,2024-09-15,2024-10-22,Aviation,StopLoss,10400.57,9552.38,848.1900000000005,Open,9
CLM-2024-00335,POL-3808,2024-01-09,2024-02-07,Marine,ExcessOfLoss,226.18,159.76,66.42000000000002,Open,1
CLM-2024-00336,POL-7390,2024-09-21,2024-12-08,Casualty,ExcessOfLoss,62260.94,24929.28,37331.66,Open,9
CLM-2024-00337,POL-8388,2024-06-28,2024-07-14,Casualty,StopLoss,12521.39,2042.99,10478.4,Open,6
CLM-2024-00338,POL-5018,2024-09-27,2024-11-11,Casualty,StopLoss,243829.28,230981.28,12848.0,Open,9
CLM-2024-00339,POL-1906,2024-07-30,2024-10-03,Aviation,StopLoss,25207.09,6001.6,19205.489999999998,Open,7
CLM-2024-00340,POL-3601,2024-02-22,2024-05-02,Casualty,QuotaShare,1428.25,991.28,436.97,Open,2
CLM-2024-00341,POL-5216,2024-08-12,2024-10-10,Life,StopLoss,1069.84,380.35,689.4899999999999,Open,8
CLM-2024-00342,POL-7835,2024-01-17,2024-03-06,Aviation,StopLoss,35452.73,2967.26,32485.47,Open,1
CLM-2024-00343,POL-9354,2024-06-25,2024-08-28,Property,ExcessOfLoss,6609.47,5705.39,904.0799999999999,Open,6
CLM-2024-00344,POL-3057,2024-07-09,2024-09-23,Property,StopLoss,26733.47,15792.33,10941.140000000001,Open,7
CLM-2024-00345,POL-3322,2024-03-01,2024-05-29,Aviation,ExcessOfLoss,14330.06,13616.74,713.3199999999997,Open,3
CLM-2024-00346,POL-9762,2024-07-20,2024-09-26,Life,ExcessOfLoss,8318.81,1997.67,6321.139999999999,Open,7
CLM-2024-00347,POL-6658,2024-04-28,2024-05-22,Marine,ExcessOfLoss,76159.33,49079.17,27080.160000000003,Open,4
CLM-2024-00348,POL-6220,2024-11-20,2025-01-17,Property,QuotaShare,19015.31,3664.9,15350.410000000002,Open,11
CLM-2024-00349,POL-1886,2024-10-11,2025-01-01,Casualty,ExcessOfLoss,593.65,404.09,189.56,Open,10
CLM-2024-00350,POL-2370,2024-09-24,2024-12-11,Property,QuotaShare,7788.46,7222.94,565.5200000000004,Open,9
CLM-2024-00351,POL-4991,2024-04-09,2024-06-10,Life,QuotaShare,41545.52,26567.51,14978.009999999998,Open,4
CLM-2024-00352,POL-9670,2024-04-05,2024-05-19,Aviation,QuotaShare,4556.62,3271.78,1284.8399999999997,Open,4
CLM-2024-00353,POL-2488,2024-10-20,2024-12-22,Casualty,QuotaShare,15736.96,5810.44,9926.52,Open,10
CLM-2024-00354,POL-2380,2024-12-17,2025-02-14,Life,ExcessOfLoss,29761.34,9991.54,19769.8,Open,12
CLM-2024-00355,POL-9159,2024-02-02,2024-03-02,Casualty,StopLoss,4391.98,4023.11,368.86999999999944,Open,2
CLM-2024-00356,POL-1796,2024-02-22,2024-03-02,Aviation,ExcessOfLoss,3443773.65,957272.29,2486501.36,Open,2
CLM-2024-00357,POL-6450,2024-07-13,2024-09-24,Property,QuotaShare,1448.42,593.16,855.2600000000001,Open,7
CLM-2024-00358,POL-2803,2024-12-11,2025-02-20,Marine,ExcessOfLoss,19839.94,15246.87,4593.069999999998,Open,12
CLM-2024-00359,POL-2383,2024-08-30,2024-10-04,Life,StopLoss,374.21,365.06,9.149999999999977,Open,8
CLM-2024-00360,POL-3793,2024-04-11,2024-04-21,Aviation,StopLoss,17278.88,2200.72,15078.160000000002,Open,4
CLM-2024-00361,POL-5629,2024-04-01,2024-04-09,Aviation,QuotaShare,3982.01,1101.52,2880.4900000000002,Open,4
CLM-2024-00362,POL-9387,2024-07-07,2024-08-14,Property,QuotaShare,31777.86,4617.74,27160.120000000003,Open,7
CLM-2024-00363,POL-8915,2024-06-16,2024-07-22,Life,QuotaShare,13075.92,5017.23,8058.6900000000005,Open,6
CLM-2024-00364,POL-1661,2024-10-19,2024-11-11,Marine,ExcessOfLoss,3651.64,761.77,2889.87,Open,10
CLM-2024-00365,POL-9625,2024-03-17,2024-04-01,Property,StopLoss,8004.03,4285.11,3718.92,Open,3
CLM-2024-00366,POL-2589,2024-01-19,2024-01-24,Marine,StopLoss,4343.7,3977.54,366.15999999999985,Open,1
CLM-2024-00367,POL-3452,2024-04-09,2024-05-12,Marine,StopLoss,9799.42,3951.54,5847.88,Open,4
CLM-2024-00368,POL-5999,2024-07-25,2024-08-08,Marine,QuotaShare,59749.59,51550.56,8199.029999999999,Open,7
CLM-2024-00369,POL-7886,2024-06-05,2024-08-19,Casualty,StopLoss,87435.9,62066.39,25369.509999999995,Open,6
CLM-2024-00370,POL-6337,2024-04-29,2024-06-23,Property,ExcessOfLoss,1055.29,802.56,252.73000000000002,Open,4
CLM-2024-00371,POL-8454,2024-07-16,2024-08-28,Marine,ExcessOfLoss,3579.8,2479.3,1100.5,Open,7
CLM-2024-00372,POL-4879,2024-11-13,2025-01-21,Casualty,ExcessOfLoss,2973.33,2635.83,337.5,Open,11
CLM-2024-00373,POL-9017,2024-08-06,2024-08-14,Marine,QuotaShare,3908556.36,2866949.38,1041606.98,Open,8
CLM-2024-00374,POL-4891,2024-11-25,2024-12-10,Marine,ExcessOfLoss,2682.98,649.61,2033.37,Open,11
CLM-2024-00375,POL-3167,2024-01-22,2024-02-20,Casualty,QuotaShare,98196.07,73150.13,25045.940000000002,Open,1
CLM-2024-00376,POL-8783,2024-12-28,2025-01-22,Aviation,QuotaShare,27546.57,6834.58,20711.989999999998,Open,12
CLM-2024-00377,POL-4625,2024-12-06,2025-02-14,Marine,ExcessOfLoss,44729.65,32803.73,11925.919999999998,Open,12
CLM-2024-00378,POL-5238,2024-04-05,2024-06-29,Life,StopLoss,5927.91,4698.91,1229.0,Open,4
CLM-2024-00379,POL-1237,2024-03-09,2024-04-11,Property,StopLoss,1103.51,851.55,251.96000000000004,Open,3
CLM-2024-00380,POL-8683,2024-12-01,2024-12-15,Marine,StopLoss,3966.93,2449.58,1517.35,Open,12
CLM-2024-00381,POL-3866,2024-01-02,2024-03-06,Aviation,StopLoss,3975.55,3284.61,690.94,Open,1
CLM-2024-00382,POL-2246,2024-08-10,2024-10-14,Aviation,ExcessOfLoss,12048.54,6310.58,5737.960000000001,Open,8
CLM-2024-00383,POL-3900,2024-06-10,2024-08-13,Life,ExcessOfLoss,17090.5,15445.07,1645.4300000000003,Open,6
CLM-2024-00384,POL-1182,2024-05-06,2024-07-08,Life,ExcessOfLoss,1331.93,382.16,949.77,Open,5
CLM-2024-00385,POL-7384,2024-07-28,2024-10-05,Aviation,ExcessOfLoss,7976.0,4098.67,3877.33,Open,7
CLM-2024-00386,POL-6367,2024-01-24,2024-02-15,Marine,StopLoss,4460.27,2755.7,1704.5700000000006,Open,1
CLM-2024-00387,POL-5762,2024-12-24,2025-01-30,Marine,StopLoss,2504.56,1018.08,1486.48,Open,12
CLM-2024-00388,POL-9121,2024-12-17,2025-03-17,Marine,ExcessOfLoss,177111.96,26462.06,150649.9,Open,12
CLM-2024-00389,POL-3048,2024-01-20,2024-03-21,Property,ExcessOfLoss,3252.37,2289.39,962.98,Open,1
CLM-2024-00390,POL-5310,2024-10-07,2024-10-19,Marine,QuotaShare,4305.41,657.62,3647.79,Open,10
CLM-2024-00391,POL-1830,2024-06-04,2024-08-27,Casualty,ExcessOfLoss,197.0,115.91,81.09,Open,6
CLM-2024-00392,POL-6458,2024-05-06,2024-06-02,Aviation,StopLoss,46173.18,2724.69,43448.49,Open,5
CLM-2024-00393,POL-6738,2024-11-25,2024-12-06,Aviation,StopLoss,40371.65,23731.38,16640.27,Open,11
CLM-2024-00394,POL-7372,2024-05-20,2024-08-15,Marine,StopLoss,133.18,0.21,132.97,Open,5
CLM-2024-00395,POL-8617,2024-02-12,2024-03-31,Casualty,ExcessOfLoss,55704.06,26526.56,29177.499999999996,Open,2
CLM-2024-00396,POL-6721,2024-02-20,2024-03-31,Casualty,ExcessOfLoss,1828.27,815.33,1012.9399999999999,Open,2
CLM-2024-00397,POL-8953,2024-04-21,2024-06-19,Property,ExcessOfLoss,2636.74,591.74,2044.9999999999998,Open,4
CLM-2024-00398,POL-3444,2024-11-23,2024-12-27,Casualty,StopLoss,36013.81,31455.53,4558.279999999999,Open,11
CLM-2024-00399,POL-2318,2024-01-30,2024-03-09,Life,StopLoss,12341.28,7635.79,4705.490000000001,Open,1
CLM-2024-00400,POL-6763,2024-06-06,2024-07-12,Life,StopLoss,25833.54,11482.86,14350.68,Open,6
CLM-2024-00401,POL-6187,2024-06-11,2024-09-08,Life,StopLoss,18447.66,682.48,17765.18,Open,6
CLM-2024-00402,POL-5028,2024-04-03,2024-06-09,Life,ExcessOfLoss,670503.28,487854.33,182648.95,Open,4
CLM-2024-00403,POL-8786,2024-01-23,2024-04-12,Property,ExcessOfLoss,82868.47,39632.23,43236.24,Open,1
CLM-2024-00404,POL-3227,2024-12-24,2025-03-11,Life,StopLoss,75156.83,48185.12,26971.71,Open,12
CLM-2024-00405,POL-4850,2024-05-24,2024-07-08,Life,ExcessOfLoss,13099.58,7082.89,6016.69,Open,5
CLM-2024-00406,POL-2160,2024-09-01,2024-09-20,Property,QuotaShare,584.16,464.33,119.82999999999998,Open,9
CLM-2024-00407,POL-6834,2024-12-28,2025-02-06,Marine,ExcessOfLoss,1004.94,374.1,630.84,Open,12
CLM-2024-00408,POL-9805,2024-09-25,2024-10-18,Marine,StopLoss,1802.82,610.66,1192.1599999999999,Open,9
CLM-2024-00409,POL-4010,2024-12-08,2025-03-04,Casualty,QuotaShare,208.72,154.69,54.03,Open,12
CLM-2024-00410,POL-1715,2024-09-24,2024-11-15,Life,ExcessOfLoss,3764.04,934.3,2829.74,Open,9
CLM-2024-00411,POL-8936,2024-02-21,2024-04-09,Casualty,QuotaShare,1379.49,1108.63,270.8599999999999,Open,2
CLM-2024-00412,POL-9654,2024-02-19,2024-03-22,Life,QuotaShare,1652.34,552.52,1099.82,Open,2
CLM-2024-00413,POL-7870,2024-08-11,2024-09-08,Casualty,QuotaShare,23777.1,16270.0,7507.0999999999985,Open,8
CLM-2024-00414,POL-5700,2024-05-15,2024-05-19,Marine,QuotaShare,491.72,308.18,183.54000000000002,Open,5
CLM-2024-00415,POL-2026,2024-12-06,2025-01-02,Property,StopLoss,15153.95,5464.72,9689.23,Open,12
CLM-2024-00416,POL-2167,2024-10-25,2025-01-07,Casualty,ExcessOfLoss,461.94,272.35,189.58999999999997,Open,10
CLM-2024-00417,POL-7239,2024-02-22,2024-04-04,Property,QuotaShare,163733.21,20224.18,143509.03,Open,2
CLM-2024-00418,POL-4726,2024-05-07,2024-07-07,Life,QuotaShare,8959.0,116.16,8842.84,Open,5
CLM-2024-00419,POL-1901,2024-09-06,2024-10-15,Property,StopLoss,935.32,847.31,88.0100000000001,Open,9
CLM-2024-00420,POL-5057,2024-12-27,2025-02-10,Casualty,ExcessOfLoss,25942.37,15188.0,10754.369999999999,Open,12
CLM-2024-00421,POL-1294,2024-12-09,2025-01-15,Life,QuotaShare,2155.74,1027.75,1127.9899999999998,Open,12
CLM-2024-00422,POL-6971,2024-08-27,2024-10-04,Casualty,ExcessOfLoss,2138.21,874.14,1264.0700000000002,Open,8
CLM-2024-00423,POL-5710,2024-11-23,2024-12-25,Aviation,StopLoss,242.95,90.72,152.23,Open,11
CLM-2024-00424,POL-8289,2024-05-15,2024-07-20,Aviation,QuotaShare,3924.97,1734.4,2190.5699999999997,Open,5
CLM-2024-00425,POL-1977,2024-04-06,2024-06-03,Aviation,StopLoss,955.01,614.86,340.15,Open,4
CLM-2024-00426,POL-4611,2024-08-12,2024-08-26,Life,StopLoss,225204.79,92477.65,132727.14,Open,8
CLM-2024-00427,POL-1423,2024-06-14,2024-07-31,Property,QuotaShare,17320.36,8330.74,8989.62,Open,6
CLM-2024-00428,POL-5569,2024-08-15,2024-09-18,Aviation,QuotaShare,1199.52,833.58,365.93999999999994,Open,8
CLM-2024-00429,POL-3510,2024-09-28,2024-10-09,Marine,StopLoss,4727.84,3715.88,1011.96,Open,9
CLM-2024-00430,POL-6758,2024-02-14,2024-04-27,Marine,ExcessOfLoss,11477.16,2532.82,8944.34,Open,2
CLM-2024-00431,POL-3052,2024-04-11,2024-06-14,Casualty,StopLoss,471.48,347.22,124.25999999999999,Open,4
CLM-2024-00432,POL-6810,2024-12-22,2025-01-18,Aviation,StopLoss,6017.13,5655.72,361.40999999999985,Open,12
CLM-2024-00433,POL-9810,2024-04-12,2024-06-30,Property,StopLoss,1802.38,857.76,944.6200000000001,Open,4
CLM-2024-00434,POL-6822,2024-07-23,2024-09-22,Life,StopLoss,6608.9,5984.91,623.9899999999998,Open,7
CLM-2024-00435,POL-6852,2024-05-09,2024-06-20,Life,QuotaShare,1514.53,510.49,1004.04,Open,5
CLM-2024-00436,POL-7370,2024-06-13,2024-07-01,Casualty,QuotaShare,23362.0,7693.05,15668.95,Open,6
CLM-2024-00437,POL-9769,2024-02-24,2024-05-21,Marine,QuotaShare,3860.01,2551.99,1308.0200000000004,Open,2
CLM-2024-00438,POL-2078,2024-08-31,2024-11-25,Aviation,QuotaShare,99067.03,52252.68,46814.35,Open,8
CLM-2024-00439,POL-2781,2024-07-14,2024-10-07,Life,StopLoss,319.25,166.17,153.08,Open,7
CLM-2024-00440,POL-3819,2024-09-18,2024-09-21,Life,QuotaShare,2757.27,362.68,2394.59,Open,9
